Date,Open,High,Low,Close,Adj Close,Volume
2014-07-29,115.870003,116.070000,115.419998,115.930000,96.641663,6579300
2014-07-30,115.150002,115.379997,114.169998,114.320000,95.299530,12251200
2014-07-31,113.529999,114.580002,113.470001,113.980003,95.016068,18254000
2014-08-01,113.580002,114.870003,113.050003,114.559998,95.751587,14951200
2014-08-04,114.529999,114.809998,114.260002,114.260002,95.500870,5183800
2014-08-05,114.070000,114.800003,113.680000,114.629997,95.810112,8032000
2014-08-06,115.470001,115.470001,114.599998,114.699997,95.868637,7289200
2014-08-07,114.839996,115.769997,114.570000,115.769997,96.762947,9745500
2014-08-08,115.930000,116.419998,115.379997,115.519997,96.553986,9536700
2014-08-11,115.650002,115.820000,115.290001,115.510002,96.545639,6668800
2014-08-12,115.410004,115.440002,114.730003,114.760002,95.918793,8122400
2014-08-13,114.870003,115.519997,114.779999,115.510002,96.545639,8210500
2014-08-14,115.930000,116.500000,115.389999,116.440002,97.322952,9028200
2014-08-15,116.709999,118.360001,116.690002,117.709999,98.384438,17606700
2014-08-18,117.209999,117.300003,116.389999,116.540001,97.406502,7595300
2014-08-19,117.080002,117.150002,115.980003,116.180000,97.105659,5936900
2014-08-20,116.040001,116.110001,115.570000,115.989998,96.946815,7275600
2014-08-21,116.070000,116.760002,116.019997,116.639999,97.490135,6790700
2014-08-22,116.739998,117.430000,116.209999,117.290001,98.033417,10149900
2014-08-25,117.449997,117.779999,117.209999,117.730003,98.401169,5760700
2014-08-26,117.940002,117.989998,117.209999,117.349998,98.083519,5487600
2014-08-27,117.699997,118.410004,117.400002,118.349998,98.919388,7265800
2014-08-28,119.129997,119.370003,118.669998,118.970001,99.437584,9463600
2014-08-29,118.919998,119.430000,118.750000,119.050003,99.504456,8512900
2014-09-02,117.279999,117.379997,116.699997,116.730003,97.787926,10506000
2014-09-03,116.400002,117.379997,116.309998,117.379997,98.332458,6553900
2014-09-04,116.620003,116.879997,115.930000,115.949997,97.134506,12528900
2014-09-05,116.440002,116.599998,115.440002,115.730003,96.950218,6886000
2014-09-08,116.410004,116.629997,115.449997,115.779999,96.992081,9326400
2014-09-09,115.489998,115.889999,115.449997,115.690002,96.916710,5353100
2014-09-10,114.970001,115.120003,114.790001,114.959999,96.305168,8729400
2014-09-11,115.260002,115.540001,114.570000,114.580002,95.986832,9274800
2014-09-12,113.690002,113.919998,113.220001,113.379997,94.981514,11114900
2014-09-15,113.849998,114.070000,113.360001,113.550003,95.123962,5510700
2014-09-16,113.610001,113.860001,113.080002,113.089996,94.738586,9304700
2014-09-17,113.529999,113.830002,112.730003,112.800003,94.495667,12917000
2014-09-18,113.180000,113.480003,112.849998,113.160004,94.797256,7031200
2014-09-19,113.580002,114.680000,113.199997,114.599998,96.003555,13236900
2014-09-22,114.660004,115.040001,114.440002,114.739998,96.120827,6617200
2014-09-23,114.910004,115.470001,114.769997,115.449997,96.715614,6362400
2014-09-24,115.290001,115.550003,114.639999,114.809998,96.179520,5223300
2014-09-25,115.309998,116.180000,115.309998,116.169998,97.318779,8947800
2014-09-26,116.019997,116.290001,115.620003,116.000000,97.176414,7799600
2014-09-29,117.000000,117.169998,116.660004,116.930000,97.955498,6791800
2014-09-30,116.660004,117.040001,116.129997,116.269997,97.402580,7277500
2014-10-01,116.889999,118.260002,116.830002,118.230003,99.291336,17194900
2014-10-02,117.830002,118.199997,117.139999,117.199997,98.426300,8251800
2014-10-03,117.000000,117.769997,116.830002,117.699997,98.846222,8561500
2014-10-06,117.620003,118.190002,117.360001,117.769997,98.904999,4485500
2014-10-07,118.309998,119.430000,118.180000,119.360001,100.240295,8837700
2014-10-08,119.449997,119.519997,118.510002,119.389999,100.265503,9391300
2014-10-09,119.269997,119.669998,118.779999,118.870003,99.828781,10291700
2014-10-10,119.519997,120.080002,119.309998,120.050003,100.819763,8774400
2014-10-13,120.160004,121.169998,120.050003,120.779999,101.432838,6450700
2014-10-14,121.309998,121.779999,120.680000,121.570000,102.096291,11285400
2014-10-15,124.580002,127.680000,121.839996,122.529999,102.902504,37407500
2014-10-16,124.120003,124.129997,121.440002,121.750000,102.247490,18096600
2014-10-17,121.190002,121.709999,120.480003,121.070000,101.676369,8524300
2014-10-20,121.779999,121.849998,120.940002,121.510002,102.045921,7742500
2014-10-21,120.839996,121.239998,120.529999,120.540001,101.231308,9754700
2014-10-22,120.470001,120.849998,120.220001,120.669998,101.340439,9260200
2014-10-23,120.040001,120.180000,119.059998,119.599998,100.441818,10936300
2014-10-24,119.930000,120.410004,119.470001,119.720001,100.542618,5704900
2014-10-27,119.889999,120.269997,119.660004,119.940002,100.727409,3391900
2014-10-28,119.480003,119.650002,119.080002,119.190002,100.097504,5141300
2014-10-29,118.959999,119.820000,118.419998,119.459999,100.324303,9105100
2014-10-30,120.320000,120.459999,119.510002,119.559998,100.408279,7024400
2014-10-31,119.339996,119.709999,118.830002,119.250000,100.147934,6664200
2014-11-03,118.900002,119.160004,118.209999,118.959999,100.147926,9726600
2014-11-04,119.419998,119.910004,119.080002,119.330002,100.459389,3664800
2014-11-05,118.910004,119.370003,118.820000,119.160004,100.316338,4799600
2014-11-06,118.599998,118.930000,118.309998,118.389999,99.668098,5901900
2014-11-07,118.720001,119.750000,118.680000,119.750000,100.812988,8550500
2014-11-10,119.580002,119.580002,118.559998,118.650002,99.886909,4787300
2014-11-11,118.480003,118.809998,118.339996,118.730003,99.954300,2416500
2014-11-12,119.199997,119.529999,118.449997,118.629997,99.870110,4040800
2014-11-13,118.699997,119.180000,118.440002,118.910004,100.105858,4475900
2014-11-14,118.839996,119.589996,118.680000,119.489998,100.594131,5191200
2014-11-17,119.779999,119.790001,118.879997,119.190002,100.341537,4726200
2014-11-18,119.320000,119.580002,119.160004,119.519997,100.619339,4471200
2014-11-19,118.879997,119.580002,118.760002,118.760002,99.979561,5792500
2014-11-20,119.900002,119.949997,119.059998,119.379997,100.501518,5683600
2014-11-21,119.570000,120.160004,119.519997,120.099998,101.107628,3640100
2014-11-24,119.669998,120.269997,119.550003,120.199997,101.191833,4033900
2014-11-25,120.370003,121.269997,120.309998,121.199997,102.033707,6770000
2014-11-26,121.639999,121.870003,121.470001,121.529999,102.311501,4339100
2014-11-28,122.129997,122.669998,122.129997,122.489998,103.119690,4562200
2014-12-01,122.680000,122.809998,121.459999,121.500000,102.518143,7728600
2014-12-02,120.839996,120.849998,120.290001,120.320000,101.522469,5757200
2014-12-03,120.300003,120.800003,120.129997,120.790001,101.919014,4868600
2014-12-04,120.750000,121.800003,120.620003,121.800003,102.771217,4250500
2014-12-05,121.570000,121.599998,120.519997,121.089996,102.172127,8030700
2014-12-08,121.419998,122.839996,121.139999,122.570000,103.420929,6021800
2014-12-09,123.599998,123.970001,122.959999,123.199997,103.952507,6639700
2014-12-10,123.180000,124.400002,123.080002,124.099998,104.711884,6439200
2014-12-11,123.739998,124.610001,123.290001,124.610001,105.142181,7863500
2014-12-12,125.449997,126.349998,125.019997,126.300003,106.568184,9317400
2014-12-15,125.639999,126.699997,125.430000,126.040001,106.348839,9387400
2014-12-16,127.360001,127.720001,126.360001,127.599998,107.665070,7426400
2014-12-17,126.910004,127.190002,125.699997,126.449997,106.694740,11558800
2014-12-18,124.930000,125.099998,124.199997,124.199997,104.796288,12758200
2014-12-19,124.580002,125.949997,124.440002,125.870003,106.205338,7894500
2014-12-22,125.449997,126.190002,125.320000,126.040001,106.348839,4118800
2014-12-23,125.449997,125.599998,123.489998,123.540001,104.239395,7406100
2014-12-24,123.059998,124.059998,122.930000,123.949997,104.806732,4871400
2014-12-26,124.550003,124.589996,124.019997,124.410004,105.195732,2921300
2014-12-29,124.910004,125.660004,124.809998,125.339996,105.982094,4070700
2014-12-30,125.980003,126.209999,125.529999,125.680000,106.269562,4372600
2014-12-31,125.699997,126.169998,125.650002,125.919998,106.472488,4993300
2015-01-02,126.290001,127.660004,126.150002,127.320000,107.656258,9432000
2015-01-05,128.009995,129.630005,127.959999,129.320007,109.347374,9789500
2015-01-06,130.699997,132.490005,130.190002,131.649994,111.317482,18331300
2015-01-07,130.699997,131.970001,130.169998,131.389999,111.097687,9762900
2015-01-08,130.360001,130.369995,129.419998,129.649994,109.626419,8055300
2015-01-09,129.199997,131.110001,129.039993,131.070007,110.827110,9398800
2015-01-12,131.000000,132.309998,130.919998,131.820007,111.461296,6658100
2015-01-13,131.389999,132.610001,131.139999,131.820007,111.461296,8260800
2015-01-14,133.720001,134.119995,132.699997,132.820007,112.306824,12324500
2015-01-15,132.850006,135.029999,132.679993,134.910004,114.074066,11454200
2015-01-16,134.330002,134.679993,133.029999,133.190002,112.619682,9390500
2015-01-20,134.130005,135.110001,134.070007,134.960007,114.116371,7758700
2015-01-21,135.199997,135.589996,132.960007,133.399994,112.797249,9803900
2015-01-22,134.000000,134.179993,132.279999,132.919998,112.391411,10200000
2015-01-23,134.300003,135.119995,134.149994,134.770004,113.955643,7334600
2015-01-26,134.839996,135.190002,134.050003,134.360001,113.609001,5966500
2015-01-27,135.729996,136.130005,134.149994,134.570007,113.786560,8079600
2015-01-28,134.750000,137.410004,134.699997,136.770004,115.646759,12230300
2015-01-29,136.119995,136.669998,135.460007,135.869995,114.885788,8881400
2015-01-30,137.710007,138.500000,137.179993,138.279999,116.923592,14871200
2015-02-02,136.699997,137.919998,136.660004,137.479996,116.482162,13689900
2015-02-03,135.649994,135.789993,134.369995,134.570007,114.016617,14008700
2015-02-04,133.490005,134.990005,133.119995,134.800003,114.211510,11360400
2015-02-05,134.000000,134.229996,133.110001,133.320007,112.957520,8334600
2015-02-06,132.050003,132.350006,130.589996,130.960007,110.957993,13685600
2015-02-09,131.970001,131.979996,130.750000,130.750000,110.780029,8025500
2015-02-10,130.139999,130.470001,129.440002,129.710007,109.898911,8290700
2015-02-11,129.699997,130.270004,128.960007,129.949997,110.102226,6506400
2015-02-12,129.660004,130.539993,129.449997,129.520004,109.737938,12548300
2015-02-13,129.509995,129.529999,128.089996,128.190002,108.611038,8325200
2015-02-17,127.800003,127.930000,125.919998,126.260002,106.975830,14968800
2015-02-18,126.820000,127.739998,126.470001,127.010002,107.611305,14009200
2015-02-19,126.779999,127.449997,126.169998,126.169998,106.899567,8584800
2015-02-20,127.050003,128.009995,126.000000,126.540001,107.213028,12502500
2015-02-23,127.190002,128.169998,127.160004,127.989998,108.441597,7500500
2015-02-24,127.650002,129.789993,127.180000,129.669998,109.865021,11958300
2015-02-25,129.460007,130.389999,129.080002,130.229996,110.339508,8019800
2015-02-26,129.699997,130.300003,128.399994,128.449997,108.831337,11020500
2015-02-27,129.020004,129.619995,128.270004,129.529999,109.746399,9225100
2015-03-02,129.000000,129.070007,126.769997,126.870003,107.702171,11324000
2015-03-03,126.889999,127.370003,126.379997,126.410004,107.311676,8599000
2015-03-04,126.940002,127.040001,126.160004,126.449997,107.345627,6478900
2015-03-05,126.529999,126.879997,125.900002,126.290001,107.209854,6045000
2015-03-06,124.669998,124.830002,122.970001,123.500000,104.841354,20022900
2015-03-09,124.680000,124.870003,124.129997,124.639999,105.809082,8889100
2015-03-10,125.970001,126.440002,125.760002,126.279999,107.201363,9277900
2015-03-11,126.260002,127.459999,126.120003,127.199997,107.982361,6663100
2015-03-12,128.199997,128.199997,126.720001,127.110001,107.905914,10295900
2015-03-13,126.760002,127.589996,126.489998,126.720001,107.574844,7247200
2015-03-16,127.940002,128.149994,127.269997,127.940002,108.610527,6374600
2015-03-17,128.550003,129.110001,128.279999,129.000000,109.510406,6314000
2015-03-18,129.910004,131.529999,128.610001,131.490005,111.624199,13981900
2015-03-19,131.199997,131.619995,130.270004,130.820007,111.055466,9543800
2015-03-20,131.220001,131.699997,131.139999,131.509995,111.641167,5953800
2015-03-23,131.699997,131.750000,130.990005,131.350006,111.505386,5555500
2015-03-24,131.830002,132.639999,131.479996,132.619995,112.583466,6713000
2015-03-25,132.720001,132.759995,131.460007,131.500000,111.632675,5635800
2015-03-26,131.050003,131.139999,129.179993,129.449997,109.892426,9536300
2015-03-27,130.029999,131.130005,129.979996,131.059998,111.259171,7907900
2015-03-30,130.899994,131.000000,130.089996,130.410004,110.707382,7010600
2015-03-31,130.240005,130.960007,129.910004,130.690002,110.945107,6844300
2015-04-01,131.330002,132.479996,131.300003,132.130005,112.402267,9273900
2015-04-02,131.929993,131.970001,130.610001,130.729996,111.211304,6663400
2015-04-06,131.429993,131.479996,129.720001,130.000000,110.590317,5923800
2015-04-07,130.229996,131.220001,129.850006,131.089996,111.517563,4764900
2015-04-08,131.020004,131.360001,130.020004,131.130005,111.551598,5378900
2015-04-09,130.869995,130.919998,129.130005,129.429993,110.105415,6484200
2015-04-10,130.320007,130.449997,129.550003,129.619995,110.267059,4843000
2015-04-13,129.529999,129.979996,129.389999,129.800003,110.420227,4010600
2015-04-14,131.309998,131.860001,130.479996,130.720001,111.202835,6075500
2015-04-15,131.050003,131.270004,130.320007,130.610001,111.109184,4425200
2015-04-16,130.830002,130.860001,129.410004,129.960007,110.556305,7085500
2015-04-17,129.770004,131.699997,129.699997,131.449997,111.823830,7268800
2015-04-20,130.940002,131.009995,129.929993,130.289993,110.837021,4949400
2015-04-21,130.229996,130.449997,129.559998,129.699997,110.335129,4563800
2015-04-22,129.500000,129.550003,127.540001,127.720001,108.650764,9707600
2015-04-23,127.800003,128.850006,127.610001,128.270004,109.118637,6843400
2015-04-24,128.639999,129.429993,128.589996,129.070007,109.799187,4773000
2015-04-27,129.070007,129.500000,128.369995,129.070007,109.799187,4334900
2015-04-28,128.169998,128.740005,127.260002,127.290001,108.284950,7464300
2015-04-29,125.809998,126.440002,125.279999,125.730003,106.957878,11554800
2015-04-30,125.040001,126.169998,124.510002,125.949997,107.144997,12876000
2015-05-01,124.730003,125.040001,123.690002,124.000000,105.702682,12378500
2015-05-04,124.300003,124.529999,122.720001,122.830002,104.705307,9144700
2015-05-05,122.860001,123.029999,121.690002,122.660004,104.560410,13935500
2015-05-06,121.989998,122.059998,120.370003,120.559998,102.770309,14355000
2015-05-07,121.430000,122.570000,121.349998,122.180000,104.151245,11933700
2015-05-08,123.379997,123.550003,122.309998,122.510002,104.432518,11716400
2015-05-11,121.620003,121.650002,119.500000,119.529999,101.892296,13738600
2015-05-12,119.139999,120.629997,118.820000,119.839996,102.156540,15861700
2015-05-13,120.650002,120.720001,118.639999,118.879997,101.338188,15760000
2015-05-14,118.919998,119.830002,118.690002,119.199997,101.610931,9128400
2015-05-15,120.379997,121.910004,120.290001,121.589996,103.648300,12630600
2015-05-18,120.320000,120.430000,119.470001,119.550003,101.909309,10208300
2015-05-19,118.269997,119.839996,118.129997,118.489998,101.005730,8435300
2015-05-20,118.769997,119.449997,118.180000,118.690002,101.176231,7789700
2015-05-21,119.580002,120.610001,119.449997,120.349998,102.591263,11760700
2015-05-22,120.650002,120.750000,119.800003,120.400002,102.633881,5417900
2015-05-26,120.839996,122.550003,120.739998,122.459999,104.389931,10469700
2015-05-27,122.180000,122.860001,121.610001,122.739998,104.628593,6490300
2015-05-28,122.500000,123.029999,122.220001,122.440002,104.372849,6237600
2015-05-29,123.230003,123.570000,122.510002,122.709999,104.603035,7912000
2015-06-01,122.110001,122.379997,120.690002,121.129997,103.478798,13108100
2015-06-02,120.169998,120.260002,119.110001,119.440002,102.035034,10076200
2015-06-03,118.389999,118.599998,117.199997,117.519997,100.394836,14810900
2015-06-04,118.260002,119.290001,118.139999,119.050003,101.701912,10859300
2015-06-05,117.839996,118.570000,117.379997,117.599998,100.463211,11200200
2015-06-08,117.959999,118.160004,117.370003,117.470001,100.352150,5334000
2015-06-09,117.059998,117.129997,116.110001,116.540001,99.557663,12393900
2015-06-10,115.919998,116.129997,115.260002,115.519997,98.686272,12183600
2015-06-11,116.559998,117.970001,116.239998,117.949997,100.762177,13849300
2015-06-12,117.589996,119.070000,117.550003,117.949997,100.762177,7863100
2015-06-15,118.889999,119.059998,117.739998,118.139999,100.924530,8194200
2015-06-16,118.610001,119.080002,117.940002,119.070000,101.718994,7046400
2015-06-17,118.500000,118.629997,117.250000,118.150002,100.933075,13626100
2015-06-18,117.370003,117.739998,116.750000,117.570000,100.437599,10123300
2015-06-19,118.510002,119.190002,118.489998,119.080002,101.727531,10439200
2015-06-22,117.839996,118.139999,116.589996,116.650002,99.651611,9769000
2015-06-23,115.730003,116.959999,115.690002,115.949997,99.053619,8945100
2015-06-24,116.510002,117.169998,116.160004,116.949997,99.907913,8600400
2015-06-25,116.589996,117.080002,116.190002,116.540001,99.557663,8287800
2015-06-26,115.669998,115.870003,114.879997,115.230003,98.438568,11673000
2015-06-29,116.959999,118.669998,116.459999,118.279999,101.044121,17132900
2015-06-30,117.400002,118.699997,117.330002,117.459999,100.343597,13469000
2015-07-01,115.820000,116.360001,115.430000,115.620003,98.989174,12451500
2015-07-02,116.320000,116.660004,115.879997,116.000000,99.314453,6682100
2015-07-06,118.050003,118.650002,117.059998,118.150002,101.155228,10605800
2015-07-07,119.660004,120.489998,118.949997,119.260002,102.105598,16160100
2015-07-08,120.019997,120.570000,119.500000,120.290001,102.987434,9951800
2015-07-09,118.699997,119.120003,117.849998,117.919998,100.958328,11108900
2015-07-10,116.040001,116.720001,115.760002,116.050003,99.357292,13636600
2015-07-13,115.389999,116.459999,115.389999,115.690002,99.049072,8006700
2015-07-14,116.019997,116.269997,115.660004,116.070000,99.374413,4227800
2015-07-15,116.110001,117.550003,116.040001,117.300003,100.427490,8720400
